"","GSM671268","GSM671269","GSM671270","GSM671271","GSM671297","GSM671298","GSM671299","GSM671300","GSM671301","GSM671302","GSM671303","GSM671304","GSM671305","GSM671306","GSM671307","GSM671308","GSM671309","GSM671310","GSM671311","GSM671312","GSM671313","GSM671314","GSM671315","GSM671316","GSM671317","GSM671318","GSM671319","GSM671320","GSM671321","GSM671322","GSM671323","GSM671324","GSM671325","GSM671326","GSM671327","GSM671328","GSM671329","GSM671330","GSM671331","GSM671332","GSM671333","GSM671334","GSM671335","GSM671336","GSM671337","GSM671338","GSM671339","GSM671340","GSM671341","GSM671342","GSM671343","GSM671344","GSM671345","GSM671346","GSM671347","GSM85215","GSM85216","GSM85217","GSM85218","GSM85219","GSM85220","GSM85221","GSM85222","GSM85223","GSM85224","GSM85225","GSM85226","GSM85227","GSM85228","GSM1327256","GSM1327257","GSM1327258","GSM1327259","GSM1327260","GSM1327261","GSM1327262","GSM1327231","GSM1327232","GSM1327233","GSM1327234","GSM1327235","GSM1327236","GSM1327237","GSM1327238","GSM1327239","GSM1327240","GSM1327241","GSM1327242","GSM1327243","GSM1327244","GSM1327245","GSM1327246","GSM1327247","GSM1327248","GSM1327249","GSM1327250","GSM1327251","GSM1327252","GSM1327253","GSM1327254","GSM1327255"
"INFLAMMATORY MEDIATOR REGULATION OF TRP CHANNELS ",0.839455733067431,0.843160947255539,0.840515574849426,0.83481195997417,0.830928472265095,0.870724652081651,0.814097673942018,0.811187750212476,0.826017625873063,0.815591189180489,0.800589343203789,0.86705958395528,0.894273259375309,0.892213742042837,0.859699547265772,0.890609944958063,0.868714691692327,0.875588419854365,0.828642010154631,0.861761242711132,0.876716084459175,0.888242816469995,0.892052897307691,0.877859923873435,0.876083510740854,0.863477315776251,0.887367057255798,0.882848987542134,0.855910278573061,0.880027364844713,0.877055399233364,0.897046572140931,0.87770032813771,0.881410055071306,0.896325297689978,0.871617554701591,0.886339660787803,0.873062208019619,0.875870047371839,0.885524246585245,0.895308632809593,0.87809852129049,0.880687939765442,0.85649461590968,0.901118924173782,0.875507012437884,0.877011486595575,0.836167619855854,0.832789484350281,0.824652949300334,0.836222130199261,0.804055992228042,0.850800901341667,0.82779840197873,0.882425063696167,0.839623170488843,0.846199385947552,0.85735889551573,0.842088293641177,0.857068576194251,0.83910559196772,0.853452856558184,0.87683412993754,0.868949791728904,0.873221881713545,0.876112480716363,0.878164695598369,0.874026033739093,0.888506039178211,0.866149907978922,0.869601505236772,0.869243216018107,0.861862769115486,0.864928547976506,0.873342480579908,0.85615136219721,0.85862604006395,0.852672634302461,0.860760425979598,0.864972534391244,0.854784046226421,0.85321590025943,0.85790815977572,0.85438885649567,0.862052038467512,0.843641539493061,0.857062332785251,0.860057088964075,0.867396967406331,0.870996682616637,0.860839742553546,0.864552310363476,0.860246587639258,0.853329691522609,0.867069175821832,0.858385199148824,0.867269512691312,0.871814263585032,0.849414538295914,0.864066147426239,0.867697883813242
"GLYCOSPHINGOLIPID BIOSYNTHESIS - GANGLIO SERIES ",0.22148251707918,0.226007140985044,0.194510399543835,0.176541300479455,0.323927952743766,0.396916727363138,0.375685367854786,0.356560115866893,0.415580053059296,0.387949442877646,0.355920670802526,0.452312040166757,0.587397147891693,0.63411469260485,0.43232291110971,0.46310232722395,0.424660214951867,0.437519424238792,0.396655549065323,0.420427307037551,0.452850978495802,0.672963947609617,0.723156915339878,0.451929992047561,0.423896852111823,0.33164709203206,0.654023104026315,0.434533104704611,0.24257171777399,0.471450628799185,0.673347182953367,0.71589619250482,0.692306387974532,0.654459151984344,0.724383425387149,0.689095682003176,0.598091588144917,0.673950630291318,0.470266261048008,0.651761982036437,0.668455581781164,0.643860034492477,0.523320644718096,0.627348713310628,0.485349633326665,0.496919265618393,0.522158507929081,0.165651379416486,0.362248794265821,0.515775515389006,0.36006999305876,0.307074908122162,0.347848858941891,0.30398010309553,0.211113115474365,0.211208200985386,0.317163042786717,0.26411684677442,0.260846621262606,0.245462931582407,0.314386778807782,0.283890906898601,0.522600758425219,0.650791997999012,0.552652456017378,0.547913653541693,0.605393296129377,0.551451942035503,0.711768469559785,0.0633084052668578,0.0316980989233755,0,0.155561177233678,0.205074343112004,0.0589367803463833,0.149026867233707,0.406528588730668,0.288025631223616,0.356153593747435,0.424679422142594,0.390232567351772,0.236841652757428,0.396533081228633,0.452522514786369,0.38537114410226,0.374630642200569,0.303590728918568,0.519602056977273,0.553476271239891,0.650586367763995,0.593347534516206,0.561119736461874,0.467279636679768,0.434453098491618,0.649144350868687,0.510201988104868,0.624463965277834,0.66586292916937,0.397751352698812,0.468583012274753,0.729790966361242
"NON-SMALL CELL LUNG CANCER ",0.457998116756668,0.434995204321205,0.431732276236587,0.436556505410463,0.561954569028146,0.637493486422633,0.793553222151927,0.530991895146071,0.704418532441537,0.558422502354769,0.582079947415962,0.645655964764801,0.636337783317962,0.271905176375744,0.785699944928198,0.599608362010443,0.612899889216932,0.299737506020964,0.615644950071059,0.795374349055062,0.668689552239118,0.65311024733799,0.654559369658449,0.672822762987312,0.720740944179612,0.715959565397758,0.610159550990952,0.709002011573017,0.594188585609181,0.651540311610386,0.609895087730959,0.5551982444133,0.65409207184344,0.285899389991022,0.632434419721984,0.630383878883429,0.641159165691265,0.636848920627307,0.661070459390734,0.670711912408174,0.630032515907264,0.663286746277921,0.297349237814198,0.650617827457893,0.708844610055405,0.669851359048786,0.660025490714564,0.457998116756668,0.631414255398042,0.806123246249949,0.64305163922836,0.611355472746798,0.625755095677716,0.533973646555423,0.632603299678082,0.555388584449398,0.522834452041685,0.342397628243109,0.493451924515184,0.53679290354357,0.519693561516,0.551482368846291,0.680110615100255,0.730891025486335,0.714669438133682,0.658948087043149,0.732234653111771,0.821817639479381,0.673752442596539,0.514922205820728,0.402621592858931,0.403581142398941,0.508921134375909,0.341894387600235,0.294372259985116,0.516725008917685,0.650818861617406,0.443720712827753,0.324821816076773,0.756175348717795,0.655515005558082,0.387642797607567,0.716935246606017,0.56802150521281,0.643113690915639,0.737234447197467,0.402723991126973,0.73136544677556,0.266574847593688,0.717892938393039,0.714618223036525,0.749433883116644,0.634168470353323,0.73384302459694,0.741815914263719,0.678626951672263,0.745976014888797,0.751525998701054,0.775617920554017,0.67366042237437,0.709796437367453
"PLATELET ACTIVATION ",0.316256292801074,0.316043953884292,0.318747386777951,0.308154133841681,0.30935462398104,0.31968040272468,0.306945309664325,0.30069414250422,0.308876702343177,0.302941971707094,0.311688238136547,0.325183109861268,0.360632353319304,0.347420857007546,0.315946430436459,0.351922846827953,0.327396088669274,0.344521163633011,0.313525457792716,0.321719614926555,0.333303563519,0.333934439922023,0.337353115531605,0.332448347698266,0.326612794408278,0.325870512179668,0.347692588405402,0.333404345790128,0.315750760362343,0.330509402311334,0.348825160588784,0.339980769817171,0.345082607125513,0.344478805759358,0.35632558641441,0.334634383663932,0.378616933262568,0.333570553663972,0.331936122000544,0.357300002353815,0.358394155710875,0.345493480360622,0.330375691021503,0.345354303032398,0.344267826190293,0.330520098686742,0.357159754108636,0.306675413201033,0.309225086797324,0.311949453310314,0.312912537095588,0.296820050794189,0.314676951028126,0.305110677243872,0.350193543511512,0.313019674764536,0.315167154196808,0.326058636725941,0.318662892004185,0.322371171301725,0.315413146298507,0.320466554444557,0.34610700649351,0.326893222459505,0.33583070981271,0.343989723703926,0.336312115619474,0.329711394159816,0.347549197441017,0.320626296232128,0.32081968671529,0.322096817160339,0.322148582819778,0.327363075590745,0.329406151020431,0.320562382750687,0.325108898300744,0.328249434734715,0.325998447171287,0.347780688097008,0.323267441038538,0.322115049778555,0.32643643105447,0.324219368306701,0.338786916410741,0.319353205769426,0.334999104069327,0.327005315957014,0.339751306323851,0.349250634016803,0.330173567019443,0.327549163202158,0.324288676866504,0.322655625323455,0.326172525821375,0.319396612572037,0.340565185576152,0.335615310246642,0.316239360270606,0.334709199055623,0.331523399873627
"CELL ADHESION MOLECULES -CAMS- ",0,0,0,0,0.0881529189102181,0.157274391242536,0.123339435303722,0.0683576722648654,0.124960176633932,0.100834001149415,0.0982102607433638,0.179310109596673,0.335881187341081,0.433182685167501,0.161662365655777,0.153480682782957,0.186681400437839,0.439318085209282,0.154882903097075,0.188839866341323,0.284186471363129,0.225456865578562,0.330353688624765,0.18519584416454,0.21649383487883,0.212322403017429,0.311557567178627,0.226585747475752,0.201225373669859,0.220130316853649,0.364758853681193,0.261252727890188,0.328177675841222,0.427518922467524,0.300186827135682,0.370602227707896,0.35415581040357,0.279402591843557,0.236122918583376,0.306032144583353,0.395833807779727,0.252909776729898,0.407065491843581,0.370439600415769,0.298693912850154,0.189563470198088,0.19191345562534,0.0287942191468473,0.143133335370652,0.138503319838617,0.14984841773802,0.0904485287226027,0.124331757320727,0.0113061005031797,0.368962841394704,0.040560191526278,0.0404664230917476,0.440635702678288,0.100748015715198,0.0793224275255465,0.100599877444553,0.319390734562626,0.200409563814339,0.238041943144594,0.314513432044267,0.305794180984416,0.279629582236099,0.219493214727889,0.308144176121209,0.0458444411544583,0.0284622608907754,0.0153511815236979,0.0430799044505834,0.405799249227999,0.442701245341277,0.0286642871149893,0.27464914729537,0.0822656769715493,0.446605183849874,0.349683393151429,0.174918631517016,0.39593938205114,0.188471003014587,0.143588857450325,0.319083138832899,0.136719232782943,0.370734516084875,0.209401774940954,0.417868815133118,0.261970023809931,0.214878866792975,0.243951429021654,0.205613986601517,0.198597847650127,0.20859907340307,0.203282319003451,0.325859761770806,0.292749990693228,0.163688559497746,0.360592466867783,0.251697562064359
"CHRONIC MYELOID LEUKEMIA ",0.494183849105174,0.505331165235514,0.505941618972474,0.432874942149735,0.478567409744706,0.555253917935858,0.608696560947545,0.470005628406351,0.351830829652413,0.461749886067651,0.552415989758004,0.413882382696062,0.408895613883608,0.659097568189489,0.609876808501293,0.409098313259318,0.427389321988033,0.407050330274449,0.421880407816997,0.629442933346921,0.591298592012537,0.726518817030982,0.644498669051678,0.580637634656231,0.587109245149351,0.60428465308222,0.44227063948032,0.605911266830241,0.560915555171994,0.563385676349383,0.638830861707895,0.618008139349189,0.659566388030981,0.56418751502163,0.67106074048049,0.646561936122557,0.657678471304094,0.646265250734073,0.628947734805634,0.698763378592947,0.697606763843258,0.698652010625192,0.59455845810304,0.68956701505847,0.66321957709595,0.657556212390513,0.354542907250262,0.509327043460463,0.440676973183288,0.666675813737886,0.577149674617001,0.560658494765753,0.582993480596158,0.536945747838859,0.406754846918414,0.454230963166913,0.509628638855124,0.479033343507116,0.550207421124641,0.459882980914969,0.484290836248895,0.578023222507674,0.394926141493698,0.657405092813439,0.37008820923215,0.639490882214871,0.710696929252879,0.636915814358657,0.66035117906162,0.389023484152562,0.385289511026767,0.407386367885714,0.43263356743158,0.469296555260939,0.429645899896761,0.448942796219211,0.609594306692549,0.551724262208672,0.58469800463962,0.677644057696278,0.605614618602804,0.545170672220785,0.626943296977535,0.55990936950985,0.593419858296634,0.594635739949282,0.56513455339479,0.350449818477328,0.358893955224505,0.691536453993689,0.644986401670174,0.642398068843568,0.615026876452629,0.641816781414345,0.647122287584969,0.652642715109092,0.665148958060532,0.698348786462619,0.629279633179478,0.622516511236124,0.719455424056732
"ECM-RECEPTOR INTERACTION ",0.136535236898782,0.137090049668435,0.139541009232159,0.137418792039002,0.141583081556093,0.137696291719819,0.139782593136792,0.137918023137663,0.140650265172385,0.146587114543143,0.148206845430187,0.146277244817014,0.155302069599087,0.156515204227895,0.144394474805758,0.14621171380685,0.140894384911384,0.147172156843566,0.149049062957228,0.152614185944434,0.155046634025037,0.157368214650359,0.158832576112472,0.149244639030354,0.153429081129229,0.153055931364065,0.156784236923239,0.160710011228539,0.153495492749934,0.148522323412573,0.16525435360891,0.162591566495667,0.163859018223085,0.15647769608891,0.167745567532306,0.161034545633911,0.167362605478844,0.16513933202386,0.159459769586865,0.171563207120849,0.166294844284327,0.164742739789788,0.156488686248417,0.167025144796818,0.163114952898813,0.153324216470043,0.157483375261372,0.135377523567009,0.135192045224556,0.144731792003624,0.149879222745769,0.133791599384373,0.144416901678578,0.134638122792295,0.148363551754001,0.143147939189905,0.143867750908752,0.144663128018028,0.146939424615709,0.144918125967046,0.144157259054873,0.145187336042077,0.157568485566859,0.157504633881882,0.15760938449176,0.159389381309645,0.15563415068497,0.15237899490869,0.16349091079402,0.139403099237263,0.138030678644575,0.137759087220645,0.143150790838613,0.145530798483842,0.146280950168866,0.139854157619519,0.154693611014983,0.150085286504076,0.148893421937443,0.158097383300248,0.150834855618044,0.146112014045001,0.155011546948771,0.149580051348332,0.156868717917384,0.151309918393897,0.149558516941999,0.155399294407245,0.1562439283018,0.158245694608562,0.15637317244342,0.15660674740888,0.155926633364536,0.154435750329435,0.154902608657185,0.154122861067995,0.157512838041257,0.157479264714334,0.153960336427888,0.155016084671971,0.156390984094067
"FOCAL ADHESION ",0.139459438271908,0.140096321420556,0.142808078300803,0.140283816672876,0.14437856725196,0.141333472567132,0.142902590305177,0.141387206118175,0.144028122383631,0.15079638208022,0.15162283718876,0.150514455364588,0.159625424075152,0.161192284234765,0.149001528651253,0.150002023176403,0.144894750275632,0.151423716155116,0.153059626487796,0.157080773421877,0.159256407771992,0.162039132532485,0.163802624244233,0.1536811366998,0.15788471033089,0.156890040902086,0.161564813767916,0.165031802119078,0.157872866492425,0.152880806157139,0.170141665289656,0.167376382985199,0.168756120845755,0.160506994394698,0.173085333021336,0.16575436730613,0.171971556443559,0.169887816129589,0.164226380230072,0.176648901698352,0.171422548965548,0.169421263522997,0.161109587642247,0.171980980915072,0.168195969391798,0.158088345612238,0.162554400011541,0.13816803709879,0.139031026961658,0.148994866523751,0.153859386140848,0.137173600551692,0.148240948575844,0.138217551205568,0.152567329890178,0.146890053333244,0.147549567117287,0.148485811455136,0.150949916427554,0.148752304556963,0.147597744684599,0.149803217490977,0.161930513007951,0.162200899468314,0.162117801803387,0.164056978560568,0.160159341333646,0.156944274472382,0.167927236821997,0.141944873977097,0.140372046895533,0.140447404192895,0.146356895008478,0.149232833810565,0.149754396047056,0.143023390810736,0.159192545993953,0.153994645092585,0.152873042482984,0.162635296017393,0.155208922137725,0.149836649712643,0.159534306734169,0.153536324044745,0.161163078383646,0.155635680092849,0.153512977033754,0.159657356064646,0.160084954497273,0.162921314037507,0.161081018248372,0.161823385465567,0.160814056610942,0.159198400992845,0.159657053517404,0.159054662859614,0.162484982593791,0.16280970867134,0.159049417298149,0.15953972077779,0.161428453677909
"PROTEIN EXPORT ",0.219929643169206,0.186625458558715,0.17090272358925,0.155886393343583,0.250951193761651,0.169479103180261,0.197111473508118,0.266206258575896,0.14990088116827,0.130202143681718,0.207476258921656,0.153346559382534,0.144895759653251,0.166915912735117,0.127841416705908,0.155022639292086,0.106808103756079,0.145582446102506,0.162541053222878,0.168050987032753,0.137452675432377,0.179489548225567,0.1517046464343,0.144666241945728,0.146239076394271,0.112519054942088,0.126237390478709,0.127184208775259,0.173081654166094,0.103005373442624,0.145794142860865,0.134196551456583,0.138433419446465,0.192511644557364,0.155611207633694,0.156771670009084,0.141318268911818,0.146614814860332,0.182481039457158,0.100690841211589,0.106529011140012,0.155273437919645,0.157788492643695,0.144906832056684,0.110353532042117,0.12913566401538,0.0248185129852208,0.222577902140363,0.198826207047274,0.163014185178711,0.163104237572985,0.206747180053666,0.207556640220207,0.225477858536343,0.125840556668179,0.146146760704804,0.193422427580033,0.173123103173196,0.242376542366946,0.192824768336203,0.243275697605032,0.175278411019976,0.0408048738516533,0.129940719901097,0.15575078256933,0.134855297450241,0.147862926142796,0.168155478909966,0.0669900524116947,0.116288939299722,0.0146666423943023,0.0826189071663257,0.128362284037926,0.104260091388828,0.0747585927760085,0.124481565304315,0.187284887138483,0.208274196401139,0.205443450121835,0.201993308815887,0.195444795457157,0.202680224304505,0.17811373074122,0.212392357969138,0.161380990634476,0.212473689763199,0.183136766574428,0.146436724279416,0.123252084027503,0.135706831298184,0.156197303471305,0.159806782693423,0.213240310010345,0.168836133730731,0.1612410740886,0.181963114071496,0.15869906323531,0.158924509740645,0.1877768320278,0.159101045087261,0.169760254030492
"PYRUVATE METABOLISM ",0.44077681325847,0.411665354953501,0.398418629699213,0.0430354656417205,0.0694740055176382,0.0187090705974629,0.477901151094023,0.454315537094612,0.125929273570282,0.421610129955687,0.0541395388335095,0.208632851178272,0.216276939616007,0.257386000467416,0.147873264456945,0.200099976445752,0.199017033917177,0.194062940212157,0.138580623008639,0.171692018330086,0.211864654782644,0.266959596085566,0.260506696215352,0.20756667463066,0.20826748743466,0.202033046300267,0.188229334634654,0.218686918755737,0.136226671851409,0.185925143717718,0.149624744662865,0.236683548783366,0.171302512275046,0.202679744343388,0.279682909661112,0.159384116218284,0.206211096953873,0.211983675058393,0.219003420247325,0.293814073958775,0.295670618087268,0.226512369900982,0.318271182012698,0.319886192821858,0.241867899555401,0.211219841239796,0.24339704628355,0.522257278968239,0.0847501495111498,0.0671504157971293,0.109715741126845,0.0238975321394252,0.141619443901103,0.0543050704779696,0.24302940488823,0.100635510599468,0.0766334621068578,0.137783271479642,0.107404026780908,0.111478857122242,0.445913353437372,0.378178083790076,0.200456888021424,0.19915356740837,0.236476489071654,0.224124809112987,0.202596340030879,0.206687894816777,0.255634996287264,0.16450370715945,0.14749786220111,0.142304202259326,0.165952961046094,0.159038904529113,0.172530958335812,0.147242636618697,0.366644182751545,0.412747654050202,0.421629364592125,0.349145080290426,0.408264343224088,0.464310001899087,0.396803252642857,0.417556639259248,0.244608933420323,0.0931439871904999,0.387474065525007,0.213495643900372,0.2205010349528,0.248170122013242,0.350273913794165,0.349134155072035,0.418386278589756,0.377222789290626,0.216600404454081,0.205056695179022,0.343346305672393,0.330201764931855,0.406833932345725,0.19840031528946,0.338920287605702
"MTOR SIGNALING PATHWAY ",0.231001092835701,0.340312267740501,0.285304664712514,0.365707460887041,0.288195517668612,0.325652378087094,0.316141239829112,0.273524622873769,0.27087318321166,0.337351860999695,0.285489989378974,0.341776686729613,0.733381585942975,0.809618514641595,0.794824285358108,0.345887152790778,0.300890728297076,0.873249527815608,0.286531226861055,0.273888855575078,0.283491833099246,0.820918194141411,0.78274579205147,0.833000444586608,0.339978716584063,0.345237069628734,0.796478537508381,0.331907983688668,0.790354438758795,0.326678036943829,0.808585820416252,0.788170196484857,0.804719995683808,0.757843632259034,0.836510608583442,0.829171376581001,0.788531176007293,0.819719771997942,0.848671053171822,0.822472547214288,0.809137381587105,0.818415276627167,0.840000715689543,0.304497024462578,0.81861699541944,0.31155813130469,0.809692640123444,0.246783653905819,0.254428267850761,0.850185477413003,0.315858538758465,0.295690452247466,0.338865792950487,0.283718333733652,0.759758435715293,0.312604245530666,0.283996350783775,0.299506434677584,0.285049911133181,0.309805945839059,0.312015813147296,0.291033676269205,0.806623870625477,0.843253884857409,0.786960624026265,0.830838937797923,0.785417498370028,0.804970495341023,0.793833245942282,0.340060723393,0.301874039969435,0.324370263100314,0.319549401907494,0.300110681664548,0.774893656481626,0.31476042084245,0.286480013279362,0.263416485598762,0.278650111457114,0.86800671773677,0.288538258892444,0.276301259422643,0.276803565554614,0.297573062309276,0.303884965985648,0.306939865329976,0.298798608908403,0.77560182590808,0.338419214276208,0.800978175730301,0.800838067375218,0.820866700344807,0.808349537489826,0.802818899699925,0.329094114914803,0.800913481323621,0.816457493945698,0.792410049317662,0.816010452029214,0.790809221335303,0.81070334905323
"PI3K-AKT SIGNALING PATHWAY ",0.15180920226549,0.152412961705053,0.155431641346965,0.152921502213631,0.157372511477502,0.154287059189201,0.156018979497519,0.153743406278321,0.156971664554512,0.163746322023811,0.164567746089091,0.163272262855786,0.1725380896393,0.174713822196388,0.162342184704359,0.162130432609393,0.15803680483858,0.164671304331589,0.166039595728706,0.170589736794339,0.172878592819145,0.175608236717233,0.177518984910099,0.167287913941491,0.171693122399498,0.170387920631876,0.174976592051093,0.178725618848424,0.171245136756789,0.165996092252879,0.184295193049585,0.181064149060014,0.18253918633291,0.173611297818197,0.18700300217521,0.179461021517244,0.185832503025377,0.183778450579354,0.177658191343506,0.190796243574232,0.185550156540966,0.183220030936254,0.174855628889381,0.186259697090243,0.181728433821356,0.170887420059269,0.175838790088225,0.150649517848366,0.151627373126164,0.162511812224586,0.167091758698895,0.150526388554237,0.161084632680127,0.150633864870397,0.165511792772013,0.159416180058081,0.160092348169504,0.161536677337697,0.163965289220181,0.161481313560343,0.160433531274562,0.16273025504258,0.175134705100731,0.175992509166796,0.175969688434589,0.177950014337935,0.17391029442049,0.170611995409879,0.181778468433906,0.155060014776678,0.153858401246227,0.153650781971431,0.159632229889248,0.162174960113678,0.163269936227439,0.155909107845195,0.172589909151302,0.16686578951321,0.165944462214652,0.176269810012614,0.16824846435697,0.162793580152659,0.172594030478841,0.166506797628799,0.174562834233476,0.168540505566205,0.166311569941853,0.173062435424157,0.173541533226649,0.176521619435732,0.174444027821724,0.175346688916248,0.174117899180808,0.172428289569399,0.173050985085052,0.172508374124376,0.176252598575599,0.176662073220823,0.172424033835764,0.172681004061614,0.174940550574204
"REGULATION OF LIPOLYSIS IN ADIPOCYTES ",0.850593833368955,0.855585147569645,0.853061877405962,0.843567113139274,0.839678286612633,0.877603212859568,0.823538123265847,0.818113374619893,0.834906587624582,0.823352995812776,0.808069618555453,0.873227479385134,0.901050601727247,0.897478880873679,0.869481856541944,0.89278646255684,0.873911392795181,0.880697286303131,0.836013194223717,0.868018478969555,0.882725323200306,0.890780159417878,0.900104072642105,0.887021456550515,0.886381686011648,0.875123989556703,0.889981199170938,0.889640948728292,0.864704957371891,0.886687225428141,0.879937816746914,0.899948313265201,0.883097174052714,0.889110453476156,0.897817453492307,0.879687747140952,0.890379988058155,0.879106085887966,0.880239306181401,0.891245476547409,0.902635252213312,0.884653763294673,0.887630005290899,0.861615783551591,0.903710172246095,0.882289526723558,0.883401677205156,0.847923043201894,0.841758020684746,0.829671323825873,0.844324483928489,0.812838581952044,0.859715672337401,0.83858759298957,0.888516939748655,0.852000252144983,0.855555883849151,0.864576598360671,0.849680473038225,0.867409629800793,0.847338499572329,0.860794346281883,0.885079802829271,0.875425459354395,0.875561322016079,0.877716810620951,0.884104345295931,0.880130484655079,0.895743827624882,0.874114621258594,0.877871408592717,0.879597825147136,0.870583149678308,0.87456619800128,0.884113463633456,0.866972061246324,0.866310229181666,0.861249337204041,0.867591918050223,0.870687588921235,0.864586667824989,0.8615493202328,0.865889204403338,0.861840467122559,0.869291143624124,0.852841956261186,0.865450827808317,0.866470453739969,0.875871972269107,0.875561059650563,0.867459403388439,0.87108899625939,0.867024886008882,0.861362263944319,0.872698921964687,0.866124283854848,0.872318520556778,0.874448434575446,0.859409623024676,0.871542180895555,0.872240691606481
"RETINOL METABOLISM ",0.210881684008349,0.179884214275427,0.182205887757416,0.206672682706731,0.330346613290645,0.490007273201037,0.30214870512001,0.272337943846728,0.501813419302106,0.353095022813306,0.280807207109927,0.485687229401992,0.43105165716185,0.383818118831693,0.409382142088561,0.361217315330745,0.465096615187325,0.434207838652216,0.412606316449048,0.406522315757097,0.423103619902082,0.503768183859699,0.392945620900704,0.442419099606532,0.436414413120906,0.436361870640385,0.503319022242916,0.413965196004746,0.431911953147169,0.383094327136768,0.381975814057866,0.396129779712615,0.400747615203376,0.40862277589127,0.381986387364218,0.411906100223349,0.38652962718506,0.39907388002423,0.465291249938819,0.423768375168781,0.393581565219879,0.432636505975593,0.428649054816019,0.404450178252191,0.428564104454505,0.531940661701301,0.509488711115176,0.220377506168997,0.423669331630373,0.393767930908805,0.277647103998241,0.264748003272271,0.311278799264333,0.28341194539222,0.41297955775959,0.258781338103931,0.263773420290825,0.325745160904799,0.245421965787766,0.206727135562259,0.286650675047024,0.292432440144716,0.427104180461196,0.452229736606185,0.464375638213815,0.44114269503325,0.473592477061351,0.498036094197159,0.411810719622919,0.347712753521143,0.338100875001493,0.324173411238604,0.322551173464128,0.345693039226985,0.359752120058981,0.226134106819402,0.484611278853639,0.183964952277226,0.280905423911788,0.408308671623286,0.375821410872794,0.293819035314207,0.423767452407842,0.307647908009331,0.346300010105792,0.458109453892915,0.265654500369463,0.478262814675968,0.440033952283413,0.441736537648544,0.492098394166549,0.466373707334301,0.464777744030723,0.463086223331651,0.449451028374778,0.460309337868385,0.437280625395348,0.436440371830187,0.51859850559257,0.426842905104973,0.482966553229733
